merchant_description;mcc;city;country;amount;date
O17394343218928069 APP BR;9311;TORINO;IT;21.83;2026-02-05
GOPAY *RIEKER-ESHOP.CZ;5661;HTTPS://RIEKE;CZ;140.93;2025-10-16
GYOGYSZERTAR;5912;KARCAG;HU;41.68;2025-11-08
TWEETDELETE.NET;5734;19177250247;US;113.77;2025-12-31
AMAZON UK* ZP71S5Y94;5399;LONDON;GB;178.73;2026-03-09
BOLT.EU/O/2512271730;4121;AUCKLAND;NZ;122.64;2025-12-31
32ROSU;7995;2668009404;MT;46.82;2025-10-26
LIME*COST CURSA IXPO;4789;BUCHAREST;RO;145.76;2026-01-31
RAMSTOR MAKEDONIJA;5310;SKOPJE;MK;62.98;2025-12-16
CANVA* PAAAAG3D33ZZ5CD;5734;SURRY HILLS;AU;19.27;2026-03-22
SUPER PLAYA DE MURO;5411;PLATJA DE MUR;ES;177.09;2025-12-31
WOW 72F46 PREMIUM;4899;UNTERFOEHRING;DE;36.08;2026-02-08
JFK INTERNATIONAL AIRP;7394;JAMAICA;US;37.53;2025-11-18
KULM HOTEL ST. MORITZ;5812;ST. MORITZ;CH;36.29;2026-03-09
TGO *ITSOKA;4829;VILINIUS;LT;199.75;2026-02-08
CHAMPAGNERIA;5813;PRAHA 1;CZ;115.05;2025-12-20
R2OEF1VEECJS#TISSEO.FR;4111;TOULOUSE CEDE;FR;114.8;2026-03-12
TCL 69 LYO;4111;V26004011466�;FR;194.86;2025-12-04
BRITISH A   ##HASH##;3005;WWW.BRITISHAI;GB;85.96;2025-12-01
NYX*ALOISDALLMAYRAUTOM;5814;BUDAPEST;HU;61.62;2026-02-24
ALBERT HEIJN 1075;5411;ALKMAAR;NL;107.87;2026-03-11
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB;192.36;2025-10-26
DE AGOSTINI;5815;NOVARA;IT;126.18;2025-10-15
IDSJMK.CZ*##HASH##;4111;BRNO;CZ;134.36;2025-11-20
IKEA RETAIL SP. Z O. 01;5812;KATOWICE;PL;192.24;2025-12-28
LIDL 3347;5411;PIRNA;DE;98.5;2025-12-08
BOLT.EU/O/2512131539;4121;TALLINN;EE;79.16;2025-09-26
IL VELIERO BAR AND RES;5813;ROMA;IT;79.04;2025-10-15
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US;187.37;2026-01-27
TEGUT FILIALE 2574;5411;HALLSTADT;DE;143.11;2026-03-22
MPY*OQTAGON, ORDER 460;5941;CLUJ;RO;71.31;2026-02-24
CANVA* I04677-58873010;7333;CAMDEN USA;US;170.22;2026-01-06
CLAIRE'S ACCESSORIES;5631;DUBLIN EIRE;IE;53.85;2026-02-17
MONO*MARIIA FIRONOVA;4829;KYIV;UA;54.19;2026-03-04
DE HEEREN VAN AEMSTEL;5812;AMSTERDAM;NL;180.37;2026-01-10
FLYERALARM GMBH;7338;DE252689239 F;DE;144.37;2025-12-04
GOPAY  *WEDOS.COM;4816;HLUBOKA NAD;CZ;145.78;2026-03-20
TV NOVA 6654102928;4899;PRAHA 5;CZ;198.91;2026-01-21
GLOSSYBOX.COM;5999;855-738-1140;US;163.12;2026-01-22
SZIGET FESZTIVA'L - KE;7999;BUDAPEST;HU;110.3;2026-02-02
TAKASHIMAYA;5311;TOKYOTO CHUOK;JP;100.57;2025-12-23
TAKSI YONETIM;5045;ISTANBUL;TR;55.33;2026-01-05
MICROSOFT-G079054910;5045;MSBILL.INFO;US;41.92;2025-12-05
TV NOVA 8997773118;4899;PRAHA 5;CZ;154.55;2025-10-22
CYBGEU;5816;LONDON;GB;132.43;2026-02-03
ARRIVA PERSONENVERVOER;4111;HEERENVEEN;NL;44.06;2025-10-20
GOOGLE *GOOGLE ONE;5818;MOUNTAIN VI;US;57.86;2025-12-29
CEDBA SKY CINE;4899;DUBLIN 4;IE;167.56;2025-12-28
FOODORA_AT_QYKL-2512-L;5499;WIEN;AT;17.97;2025-10-19
DANTAXI;4121;BAGSVAERD;DK;135.61;2025-11-20
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US;72.67;2025-12-21
EP*SAVETHEHORSES-SHOP.;8398;. BUCURESTI;RO;57.73;2025-11-12
O17641565432578031 APP BR;9311;TORINO;IT;146.01;2026-02-19
NOW 50A1B HAYU;5815;LONDON;GB;153.47;2026-02-01
TURKISH KEBAB;5814;X;RO;54.48;2025-12-05
AIR CHINA;4511;UNITED STATE;CH;110.32;2025-10-12
OKAY SRO;5732;BRUNTAL;CZ;23.16;2026-02-22
AUTOBUSY;4111;KRALUV DVUR;CZ;175.97;2025-12-04
KAUFLAND VIERSEN 1370;5411;VIERSEN DUE;DE;83.04;2026-01-02
MEDIA MARKT TV-HIFI-EL;5732;BERLIN;DE;192.54;2026-02-26
NOTEBOOKSBILLIGER.DE A;5732;A SARSTEDT;DE;126.71;2026-03-23
FOODORA_AT_BE8F-2514-Q;5499;WIEN;AT;23.08;2025-12-13
HYPEDROP;7994;8390778;CY;77.14;2026-01-28
NOW 0B6A9 BOOST;4899;LONDON;GB;107.45;2026-01-28
NEURONUK* TEMPHOLD-6E;4789;LONDON;GB;156.04;2026-01-29
FOODORA_AT_XBEW-5UO9;5499;WIEN;AT;42.54;2025-12-30
SPC*SCHNITZERY POTSDAM;5812;BERLIN;DE;53.37;2026-01-13
HOTMART STEFANOGRADI;8299;AMSTERDAM;NL;148.11;2026-01-06
HOTMART ENEB.COM-RE-ENROL;8299;AMSTERDAM;NL;79.96;2025-12-19
PIGEON EXPRESSO BAR;5812;MONTREAL;CA;166.0;2025-10-27
YOTEL EDINBURGH;7011;EDINBURGH;GB;151.43;2026-03-14
FOODORA_AT_L05T-2514-K;5499;WIEN;AT;105.09;2026-01-05
GOPAY *NAMCHESHOP.CZ;5941;PRAHA;CZ;19.78;2026-02-05
DB VERTRIEB GMBH;4112;399923701918;DE;172.68;2025-10-30
BOOKING.COM;4722;AMSTERDAM;NL;122.89;2026-02-02
FOODORA_AT_O98H-2533-9;5499;WIEN;AT;40.92;2025-11-14
GOPAY  *FENCEE.CZ;5200;FENCEE.CZ;CZ;170.96;2026-02-08
FOODORA_AT_OK28-2511-Q;5499;WIEN;AT;39.31;2025-11-30
ARAL STATION 130467137;5541;HAMBURG;DE;108.24;2026-03-13
PREMIER PASTURE ROAD;5411;NOTTINGHAM;GB;53.67;2026-01-14
AVAST *AVAP1633210132;5817;PRAGUE 4;CZ;121.85;2026-01-16
TCHIBO PARTNER 6734;5399;BERLIN;DE;181.03;2025-12-25
BANDCAMPDIMENSION303;5815;BANDCAMP.CO;US;100.91;2026-02-22
AVIWELL/SCANNERO.ORG;7372;LIMASSOL;CY;167.95;2026-01-07
WOW 1C92F LIVE-SPO;5815;UNTERFOEHRING;DE;56.19;2026-03-06
PROFI 3208 C3;5411;CRAIOVA;RO;46.61;2026-02-02
COOP-1989 LUGANO S;5411;GRANCIA;CH;168.93;2025-09-25
CASARINA VILLAGE PAYBYLIN;5411;BONIFACIO;FR;120.41;2026-01-02
32RED;7995;2581061604;GB;172.65;2026-02-21
GOPAY  *BOMAMILEVSKO.CZ;5200;HTTPS://ESHOP;CZ;94.58;2025-12-26
TOUTOULIS SPYRIDON;5994;ATHINA;GR;147.21;2025-09-25
MCD HENGER;5812;BUDAPEST;HU;120.21;2025-12-10
FOODORA_AT_FHIF-F8ZB;5499;WIEN;AT;82.66;2025-12-23
LA METROPOLE MOB;4111;TWR66XNIM6R4�;FR;95.12;2026-01-16
LE FONTE;5631;ATHINAION;GR;62.92;2026-01-20
GOPAY  *ENBOOK.CZ;5942;ENBOOK.CZ;CZ;185.32;2026-03-24
LIME*2 VIAJES FCR3;7519;CZECH REPUBLI;CZ;26.97;2025-10-29
GOPAY *TRICKOVY.CZ;5651;WODZISLAW SLA;PL;179.52;2025-12-28
ESPRESSO LOUNGE;5812;BERLIN;DE;10.66;2025-12-27
TIFFANY PRAGUE;5944;PRAGUE;CZ;126.09;2025-11-15
LIDL 381 ARNHEM;5411;ARNHEM;NL;175.15;2026-03-24
FOODORA_AT_MAZP-2537-H;5499;WIEN;AT;35.02;2025-12-22
ACS*20677459 THREE;4814;0107989541;NL;169.14;2026-01-01
SKYSHOWTIME 5158A STAN;4899;AMSTERDAM;NL;24.5;2025-10-16
SUBRALOTT T1;5812;MUNCHEN-FLUGH;DE;80.55;2026-03-19
ZABKA Z3002 K.1;5499;BUSKO-ZDROJ;PL;199.37;2026-03-16
EP*PICTORULFERICIT.RO;5970;BUCURESTI;RO;88.54;2025-12-25
CFF MARTIGNY WC;4789;MARTIGNY;CH;189.79;2026-03-09
EUROPAKETSHOP.CH;7299;WALDSHUT-TIEN;DE;168.41;2025-10-11
XLCZ NABYTEK SRO BRN;5712;BRNO MODRICE;CZ;92.75;2026-01-27
HEAVEN IN STYLE;7997;BUDAPEST;HU;106.05;2026-01-29
AMAZON UK* 4D4X976Y5;5399;LONDON;GB;62.84;2026-01-18
AVM GYMRRC2PN65BMKY;4111;VENEZIA;IT;144.32;2025-10-15
GDE PHIE DE PARI;5912;LILLE;FR;59.71;2026-01-01
AVG *AGAP1580110046;5817;PRAGUE 4;CZ;76.82;2026-01-21
PAYPAL *EMINZA;5719;35314369001;FR;66.09;2026-01-16
AIR SERBI##HASH##;4511;SOFIA;BG;36.37;2025-11-03
3951.0741.3809 AIB_ECO;7995;VALETTA;MT;193.11;2026-03-05
AMAZON UK* V722K1DE5;5399;LONDON;GB;174.34;2026-01-28
BO MIE;5462;PARIS 1;FR;24.42;2026-03-21
THE HOUSE RESTAURANT;5812;CHIANGMAI;TH;187.72;2026-03-17
WOW 92FA5 ENTERTAI;5815;UNTERFOEHRING;DE;163.24;2025-11-30
CLUB ROSSIGNOL;5812;POIANA BRASOV;RO;131.9;2025-10-03
GOPAY  $GAP.SK;5651;HTTPS://GAP.S;CZ;64.7;2026-01-17
C & A MODE BREMGARTEN / 7;5651;BREMGARTEN AG;CH;161.05;2025-12-15
FOODORA_AT_GQPJ-2528-WI3T;5499;WIEN;AT;21.83;2025-10-30
OTPMOBL*TICKETS.FUNC;7922;BUDAPEST;HU;133.71;2026-01-26
PAYPAL *AIRBNB  HMZZYR4YC;7011;35314369001;LU;36.99;2026-02-25
KAPOSVA'R, AUT-A'LL;4131;KAPOSVAR;HU;100.15;2026-01-03
PAYPAL *MINIMEAL;5499;06641845881;AT;93.95;2025-11-29
COFF.EE* PORTNIKOV;5815;14154494266;US;71.7;2026-02-03
I PAZZI;5814;GDANSK;PL;142.02;2026-03-04
DOG AND PARROT;5813;NEWCASTLE UPO;GB;155.81;2025-11-15
LIME*RIDE Q5CS;4789;WIEN;AT;65.56;2026-01-11
SUMUP  *FRUTTA E VERDU;5411;CAROVIGNO;IT;39.51;2025-10-20
GOPAY  *GATE.SHOP;5651;RUZOMBEROK;SK;170.79;2026-02-12
NYA*BDA DISTRIBUTION;5499;PARIS;FR;18.82;2025-11-05
VCKE9J7UGAMT#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR;38.16;2025-12-24
TCL 69 LYO;4111;V25170020235�;FR;190.88;2026-03-08
PV0572;5542;ACQUI TERMEAL;IT;106.98;2025-10-12
LIDL 454 ALMERE;5411;ALMERE;NL;110.5;2026-03-02
PATHE BEAUGRENELLE;7832;PARIS 15;FR;158.86;2025-10-28
HAROUN AL TIRAWI CARPENTRY   IRBID;5983;AMMAN;JO;14.95;2026-01-29
LIME*RIDE JSZF;4789;PARIS;FR;80.42;2026-02-20
COMMUNE DE MONTREUX;9399;MONTREUX;CH;175.21;2026-01-05
AMAZON UK* 2N65B44F5;5399;LONDON;GB;138.64;2026-01-21
ENI SERVICE STATION 81;5542;ST. POELTEN;AT;121.53;2026-01-08
DEPABAER;6051;KINSARVIK;ES;67.42;2026-03-22
LIME*PASS SZUO;4789;MILAN;IT;72.01;2026-02-02
5ABTSQ3SH2FY#TISSEO.FR;4111;TOULOUSE CEDE;FR;36.16;2026-02-15
SUMUP  *TAXI;4121;FONTE NUOVA;IT;44.19;2025-12-09
DAISO;5399;HIROSHIMA;JP;199.85;2026-03-19
BILLA DANKT 0003357;5411;KLOSTERNEUBUR;AT;133.03;2025-10-06
GRAB* A-5OXOWSAGWJVR;5499;JAKARTA SLT;ID;85.03;2025-11-15
MANCHESTER CITY COUNCI;7523;MANCHESTER M6;GB;191.64;2026-02-11
IDASFEST;5814;VALENCIA;ES;116.42;2025-10-19
CARRICK PHARMACY;5912;MANAGHAR;IE;187.53;2025-10-12
PROTV 0667881698;4899;BUCHAREST;RO;43.42;2026-02-01
GREAVES SPORTS;5941;GLASGOW;GB;120.38;2025-11-22
U HORKYCH PIVNI SANATORIU;5812;PRAHA;CZ;176.21;2025-12-10
E.S. HERRERO, S.L;5541;BARBASTRO;ES;74.74;2026-01-06
BERKMAN ENERGIE SERVIC;5542;BARENDRECHT;NL;132.06;2026-02-24
TABAK POLSKA 063;5994;JELENIA GOR;PL;48.6;2025-11-21
VINMONOPOLET OS;5921;OSLO;NO;6.7;2025-11-24
BOLT.EU/O/2504261808;4121;TALLINN;EE;50.76;2025-10-07
CRV*CD RYCHNOV NKNEZ R;4112;CURVE.COM;IE;138.34;2026-02-12
DEPA* BAER;6051;SOCHOCIN;ES;38.65;2025-12-03
WILD THING BRNO;5812;BRNO;CZ;141.53;2026-03-19
45460 GREVE IN CHIANTI -;5542;GREVE IN CHFI;IT;25.96;2026-02-21
LIDL ARUHAZ 0331.SZ.;5411;BUDAPEST;HU;144.08;2025-10-11
LIME*PASS SH4R;4789;BARANGAROO;AU;19.19;2025-12-21
REWE MARKT HOFMANN OHG;5411;OCHSENFURT;DE;8.27;2026-01-17
791AB ENTS;4899;DUBLIN 4;IE;196.12;2026-03-02
LIM*AUTORIS. G2C5;4789;SAN FRANCISCO;US;126.11;2026-03-20
OOB SVEAVAGEN 182;5310;SKANNINGE;SE;39.87;2025-11-17
TOWNSQUARE SHOP & MART I;5541;DOVER;US;48.34;2026-01-02
LIME*COSTO DEL VIAJE 3;4789;MILAN;IT;109.96;2026-01-13
BILLA DANKT;5411;PREGARTEN;AT;5.01;2025-11-30
MANESSE APOTHEKE AG;5912;ZURICH     ZH;CH;49.32;2026-02-22
PAYPAL *WOW 8F955 ENTE;4899;35314369001;DE;101.67;2025-11-18
WWW.AMAZON.* K219N8RN5;5399;LUXEMBOURG;LU;128.87;2026-02-05
WOW X2272 LIVE-SPO;5815;UNTERFOEHRING;DE;123.31;2025-10-23
FOODORA_AT_WVB4-7TZD;5499;WIEN;AT;159.03;2026-01-31
GREENBANK WINE LODGE;5921;NEWRY;GB;58.63;2025-12-17
GOPAY  *MROAUTO.CZ;5533;HTTPS://KATAL;CZ;168.73;2025-12-11
SKYSHOWTIME CA460 STANDAR;4899;AMSTERDAM;NL;107.19;2025-11-19
CHATEAU DE VILLA - ETA;5812;SIERRE;CH;170.73;2026-03-15
TRADER JOE S #544;5411;NEW YORK;US;194.2;2025-09-26
SQSP* WORKSP#218595125;7372;NEW YORK;US;45.49;2025-12-07
THE SPEAK EASY DALSTON;5813;LONDON;GB;164.91;2026-02-13
LIME*RIDE 6H3L;4789;BUCHAREST;RO;61.78;2026-02-25
HEMA EV2151 LEIDEN;5311;LEIDEN;NL;111.42;2026-02-05
PELIKAN.SK;4722;BRATISLAVA;SK;187.4;2025-10-21
SQ *TAXI;4121;STAMULLIN;IE;49.82;2025-11-07
PRATER DOME;5813;WIEN;AT;164.39;2026-01-26
SQSP* WORKSP#213734376;7372;NEW YORK;US;73.62;2026-01-31
TESCO STORES   3524;5411;SLIGO;IE;113.9;2025-10-15
UKVI;9399;106882D7-0F37;GB;92.44;2026-01-04
PAYPAL *FREELANCER;8999;35314369001;GB;95.3;2025-10-26
ORBAN KRISZTIAN SANDOR;7299;BUDAPEST  XVI;HU;128.02;2025-10-28
SKYSHOWTIME BCFFA STANDAR;4899;AMSTERDAM;NL;44.83;2025-12-12
MONZO * ME SCARLETT STA;6012;LONDON;GB;46.99;2025-11-27
GOPAY  *FITAMI.CZ;4812;HTTPS://FITAM;CZ;7.78;2025-10-06
ETSY.COM*INSELKIDS;5699;DUBLIN 1;IE;79.56;2025-11-28
LIME*TRAJET TD3X;4789;WIEN;AT;53.52;2025-11-28
PAYPAL *WOW BE87A ENTE;4899;35314369001;DE;95.61;2026-01-25
LIME*2 FAHRTEN 36PQ;4789;WIEN;AT;50.19;2026-02-08
7-ELEVEN 32792;5541;TAMPA;US;119.95;2025-12-04
LEGO ROCKEFELLER;5945;NEW YORK;US;113.48;2025-10-05
LIME*PASS JWTX;7519;CZECH REPUBLI;CZ;108.41;2026-02-12
ACS*68954 ORTEL;4814;PLEASEHELP.IO;NL;183.35;2025-10-19
LANDGASTHOF HALBINSEL AU;5812;AU ZH;CH;26.78;2025-10-22
TRAFIK;5993;VERSEND;HU;165.41;2025-10-19
PROTV 9117586419;4899;BUCHAREST;RO;44.33;2025-11-16
TV NOVA 3156514889;4899;PRAHA 5;CZ;57.94;2025-10-18
VINYE.HU BUFE;5814;BAKONYSZENTLA;HU;106.59;2025-11-25
GOPAY  *ASTERIAMAPS.CZ;5947;CESKE BUDEJOV;CZ;40.34;2026-03-09
RELAX INN;5812;KATUNAYAKE;LK;195.41;2025-11-21
WWW.PLANITY.COM;7230;33186264444;FR;153.0;2025-12-21
OSTERIA PASTELLA SRL;5812;FIRENZE;IT;6.64;2026-03-22
WOW 86B50 CINEMA M;4899;UNTERFOEHRING;DE;132.56;2026-03-05
DISTRIBUTORE ESSO;5542;SANT ANGELOLO;IT;111.73;2026-02-21
PAPIN M M;5462;CHALLANS;FR;131.12;2026-03-24
GHIRARDELLI LAS VEGAS;5499;LAS VEGAS;US;108.09;2025-11-10
JEWSON LIMITED;5211;FAVERSHAM;GB;155.61;2026-01-21
STARBUCKS 48349;5814;CORTLAND;US;185.1;2026-03-19
BAR GLAMOUR;5812;SITGES;ES;113.0;2026-03-02
ETSY.COM*BOWTIEBYSOFIA;5699;DUBLIN 1;IE;19.91;2025-10-22
BANDCAMP FELIKS VRAN;5815;BANDCAMPCOM;US;25.36;2026-01-11
SIXT##HASH##;3355;PULLACH;DE;174.16;2025-12-14
FOODORA_AT_LCNO-2536-8;5499;WIEN;AT;125.9;2025-11-02
KOLBIZZ SO:RHA'Z;5812;BUDAPEST;HU;21.0;2025-11-02
ASTERX DRANKEN;5921;HEIST-OD-BERG;BE;20.66;2025-12-20
VOGGT;5734;COGNAC;FR;183.03;2026-02-09
GLOVO 23OCT NBAZLPU1K;4215;BARCELONA;ES;167.89;2025-12-06
POLMAR AUTOMATY 1;5814;GRODZISKO DOL;PL;86.61;2025-11-23
BLUE BAR;5812;FORMENTERA;ES;19.78;2025-12-02
BOBS AERO SALVADOR;5814;SALVADOR;BR;89.92;2026-03-12
STUDENAC 61;5411;TUCEPI;HR;110.43;2026-03-24
GELATERIA DOLCELATTE;5499;ARCORE;IT;8.1;2026-03-08
PARKING AVDA DE ROMA;7523;SEVILLA;ES;29.7;2025-12-13
TORREFAZIONE FRANCO;5499;ODERZO;IT;144.67;2026-01-19
GOOGLE YALLA LUDO LUD;5816;650-2530000;US;69.53;2026-03-01
LIDL 368 BRASOV;5411;BRASOV;RO;80.82;2025-10-22
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US;18.41;2025-11-12
CLVVECTORMAGIC;5045;VECTORMAGIC;US;104.03;2025-12-08
NYX*VERYGOODIESAS;5499;PRAHA;CZ;192.16;2026-02-25
PROTV 9760228617;4899;BUCHAREST;RO;19.53;2026-03-05
REWE MARKT GMBH-ZW;5411;BAD OLDESLOE;DE;16.33;2025-10-07
WWW.AMAZON.* SU18K14M5;5399;LUXEMBOURG;LU;189.68;2025-09-30
MOONPAY*EXODUS 8240;6051;MOONPAY.COM;IE;137.96;2025-12-04
BEBIE KONDITOREI CONFI;5462;LUZERN;CH;154.22;2026-01-15
COOP NO PJ 047;5411;NOVOT;SK;29.78;2026-01-19
SKYSHOWTIME 5FBF1 STAN;4899;AMSTERDAM;NL;39.6;2025-11-08
ETSY.COM*TIMBERLABSSHO;5699;DUBLIN 1;IE;90.4;2026-02-02
345 PORTOBELLO ROAD;5812;LONDON;GB;146.91;2026-02-05
32ROSU;7995;2638680332;MT;111.96;2026-03-13
BAR TOMATE;5812;MADRID;ES;38.56;2025-10-07
ASDA STORE;5411;HALIFAX;GB;33.4;2026-01-27
NESTE EXPRESS VANTAA MART;5542;VANTAA;FI;156.83;2026-01-17
NOW D513B SKY SPOR;5815;LONDON;GB;171.28;2026-01-06
VAYAMA.IE;4722;BIE-4601431 F;NL;8.05;2026-01-19
SKECHERS ARENA PLAZA;5661;BUDAPEST;HU;176.83;2025-09-27
ZIPCAR SPEEDING MAY30;7512;BRACKNELL;GB;10.12;2025-12-15
SKYSHOWTIME FACA2 STAN;4899;AMSTERDAM;NL;106.49;2026-01-20
TOOGOODT JHRZVS63YRTG0;5812;COPENHAGEN;DK;7.34;2025-10-11
IVREA TORINO PIACENZA;4784;TORINO;IT;40.16;2026-02-26
MUFF HAUSHALT AG;5251;WINTERTHUR ZH;CH;111.64;2026-03-03
ACS*22620352 THREE;4814;PLEASEHELP.IO;NL;103.01;2026-01-16
GIANDO VACI;5814;BUDAPEST;HU;21.72;2025-11-06
COOP-1281 VERBIER;5411;VERBIER;CH;27.26;2025-11-16
KLM;3010;LIMA;PE;65.19;2025-10-24
TAKSIDE POS;4121;ISTANBUL;TR;168.49;2026-03-03
BOUTIQUE HOTEL CORSO;7011;KARLOVY VARY;CZ;135.8;2025-11-20
A CORU|A -SANTIAGO  19:23;4784;A CORU#A;ES;168.76;2025-10-12
NYA*SANITRONICS INTERN;5499;KNOKKE-HEIST;BE;174.98;2026-02-10
COOP-1245 RÜSCHLIKON;5411;RÜSCHLIKON;CH;55.35;2025-12-19
LIME*2 RIDES 7NHN;7519;1888546334;CZ;139.86;2026-02-14
LE ROI DE PIQUE;5812;PARIS 3;FR;138.04;2026-01-19
KYZCJTLLGVNL;4111;ST BARTHELEMY;FR;13.24;2026-02-21
PLATION*SORIMEDICAL.RO;5137;BUCURESTI;RO;32.98;2026-03-11
AMAZON.COM*NM6P70WI0;5942;AMZN.COM/BILL;US;29.75;2026-03-23
URZAD MIASTA ZAKOPANE;7523;ZAKOPANE;PL;100.37;2025-11-12
SKYSHOWTIME CC987 STANDAR;4899;AMSTERDAM;NL;71.04;2026-02-24
LUI FESTIVAL AG;5813;LUZERN;CH;150.63;2026-02-11
NORTON *AP1506431770;5817;AMERSFOORT;NL;83.46;2026-01-22
PAYPAL *PURELEI;5944;35314369001;DE;100.62;2025-11-03
WOW 585B9 LIVE-SPO;4899;UNTERFOEHRING;DE;198.65;2025-11-26
LIME*PASS GDBN;4789;MILAN;IT;46.74;2025-12-19
ALBERT VAM DEKUJE;5411;STERNBERK;CZ;166.57;2026-01-14
PAYPAL *WOW X9591 PREM;4899;35314369001;DE;29.36;2025-10-12
LEZZIZ CHARCOAL GRILL;5812;LONDON;GB;145.25;2025-12-10
FOODORA_AT_H6ZB-2533-Y;5499;WIEN;AT;131.09;2026-02-20
THE GOALPOST;5813;OFFALY;IE;21.99;2025-12-09
ALESSIA STAR SRL;5441;X;RO;29.42;2025-11-08
NYX*ANDRADASRL;5499;ADJUD;RO;61.42;2026-02-10
TEDI FIL  4245;5651;GOSLAR;DE;174.94;2026-01-26
MCDONALD'S KIOSK, 2046;5814;6 DONJA ZELIN;HR;111.85;2026-01-03
HELOPAY*OTKERT;5813;BUDAPEST;HU;162.68;2026-03-24
SHELL OIL 10010219003;5541;HONOLULU;US;169.47;2025-10-21
WABI;8011;SOPRON;HU;71.57;2025-10-23
GSTYLE COIFFURE;7230;GLAND;CH;79.77;2026-01-16
MOONPAY*STAKE 3703;7995;MOONPAY.COM;IE;100.38;2025-11-12
NYX*LTDUK;5499;WARRINGTON;GB;5.02;2025-12-15
HAPPYTIGER;7995;ID:2366166584;DK;83.53;2025-11-27
WAL-MART #5409;5411;ENGLEWOOD;US;55.24;2025-11-16
GOOGLE TINDER;4121;LONDON;GB;27.96;2025-11-03
PARKSTER GER;7523;MUENCHEN;DE;196.72;2026-02-08
LIDL CECHOWA;5411;KRAKOW;PL;84.46;2026-01-08
YAMI;5813;BREST;FR;197.17;2025-09-28
CHIP CO BOTANIC;5814;BELFAST;GB;86.23;2025-12-29
DISTRIBUTORE REPSOL;5542;X;IT;143.53;2026-02-20
32ROSU;7995;2589418709;MT;94.26;2025-11-04
PEPCO 3679 VAC SOUTH;5331;VAC;HU;78.69;2025-11-23
3CKET* 1514896 REMEMBE;7399;LISBOA;PT;92.44;2026-02-10
NORFA - BK;5411;KAUNAS;LT;54.69;2025-11-01
QEEQ.COM;7512;85266766659;HK;97.1;2026-02-25
LUMYFAR INTERMARCHE;5542;LABRUGUIERE;FR;66.07;2026-01-16
LIME*3 FAHRTEN FNKF;4789;WIEN;AT;56.68;2025-12-18
GRAB* A-7BD9UO7WWEUN;4121;SINGAPORE;SG;135.58;2026-01-22
B31C3 SPORTS E;5815;DUBLIN 4;IE;48.36;2025-10-29
GOPAY  *ACTISPORT.CZ;5941;ROSICE;CZ;85.76;2025-12-29
LIDL 4559;5411;CARLENTINI;IT;55.04;2025-11-12
MCDONALDS 82;5812;ROSENTAL AN D;AT;8.54;2025-10-24
EL CAFE DEL TREN;5813;MADRID;ES;126.47;2026-03-23
DB AUTOMATEN;4112;HAMBURG;DE;72.98;2026-02-02
TOOGOODT N0D9KCD58DJX0;5812;TOOGOODTOGO.N;DK;70.44;2026-03-12
DON BOARDSERVICE GMBH;5812;WIEN;AT;155.81;2025-11-26
3QAYDGE66UC6;7523;ENFIELD;GB;9.18;2026-01-20
TRANSAK*BRAVE  BTC BUY;6051;LODZ;PL;108.04;2025-11-04
84180894 ZINZINO;5499;VAESTRA FROEL;SE;61.7;2025-12-03
AKASH MIAMI BEACH;5812;MIAMI BEACH;US;62.4;2025-12-02
TOPLU TASIMA GECIS U;4131;ANTALYA;TR;74.4;2026-02-15
CRYPTO.COM ARENA MERCH;7941;LOS ANGELES;US;103.2;2025-12-28
EOPTIKA.HU;8043;BUDAPEST;HU;128.32;2025-12-24
NYX*VENDINGZONESRL;5814;CURTEADEARG;RO;95.97;2025-10-09
GOPAY  *RAIJUCARII.RO;5945;HTTPS://RAI;SK;103.67;2025-12-30
THERMAL HOTEL GARDEN;7011;HAJDUSZOBOSZL;HU;193.27;2025-10-30
ZASILKOVNA S.R.O. 414;4215;PRELOUC;CZ;109.27;2025-10-02
92D7C ROI BASI;5815;DUBLIN 4;IE;112.14;2026-03-15
HMSHOSTINT - AOSL;5814;GARDERMOEN;NO;130.45;2025-10-08
ACS*23234229 THREE;4814;PLEASEHELP.IO;NL;105.62;2026-01-24
BANDCAMP OBAIDLIRECORDS;5815;4152132160;US;79.31;2026-02-19
SKYSHOWTIME X6102 STANDAR;4899;AMSTERDAM;NL;170.79;2025-11-05
UBER   *ONE;5968;HELP.UBER.COM;NL;46.01;2026-01-03
EL MAGRANER BOIG;5812;BARCELONA;ES;49.09;2026-01-22
WAL-MART #2198;5411;BLOOMINGTON;US;25.1;2025-10-26
GLOVO ##HASH##;5814;BARCELONA;ES;58.6;2025-09-27
ACTION 1407;5310;ROERMOND;NL;100.69;2026-02-18
GOPAY  *GRANEX.CZ;5533;GRANEX.CZ;CZ;168.19;2025-12-02
WAL-MART #2791;5411;GEORGETOWN;US;30.9;2025-10-13
MARKET OBI 030;5200;LODZ;PL;103.12;2026-02-13
SKYSHOWTIME 4E54B STANDAR;4899;AMSTERDAM;NL;193.36;2025-09-27
OIKONOMOU VAITSA;5411;ACHARNES;GR;191.47;2025-11-05
NYX*THEROYALPARKSLTD;5814;LONDON;GB;77.72;2025-10-14
