merchant_description;mcc;city;country
VCKE9J7UGAMT#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
TCL 69 LYO;4111;V25170020235�;FR
PV0572;5542;ACQUI TERMEAL;IT
LIDL 454 ALMERE;5411;ALMERE;NL
PATHE BEAUGRENELLE;7832;PARIS 15;FR
HAROUN AL TIRAWI CARPENTRY   IRBID;5983;AMMAN;JO
LIME*RIDE JSZF;4789;PARIS;FR
COMMUNE DE MONTREUX;9399;MONTREUX;CH
AMAZON UK* 2N65B44F5;5399;LONDON;GB
ENI SERVICE STATION 81;5542;ST. POELTEN;AT
DEPABAER;6051;KINSARVIK;ES
LIME*PASS SZUO;4789;MILAN;IT
5ABTSQ3SH2FY#TISSEO.FR;4111;TOULOUSE CEDE;FR
SUMUP  *TAXI;4121;FONTE NUOVA;IT
DAISO;5399;HIROSHIMA;JP
BILLA DANKT 0003357;5411;KLOSTERNEUBUR;AT
GRAB* A-5OXOWSAGWJVR;5499;JAKARTA SLT;ID
MANCHESTER CITY COUNCI;7523;MANCHESTER M6;GB
IDASFEST;5814;VALENCIA;ES
CARRICK PHARMACY;5912;MANAGHAR;IE
PROTV 0667881698;4899;BUCHAREST;RO
GREAVES SPORTS;5941;GLASGOW;GB
U HORKYCH PIVNI SANATORIU;5812;PRAHA;CZ
E.S. HERRERO, S.L;5541;BARBASTRO;ES
BERKMAN ENERGIE SERVIC;5542;BARENDRECHT;NL
TABAK POLSKA 063;5994;JELENIA GOR;PL
VINMONOPOLET OS;5921;OSLO;NO
BOLT.EU/O/2504261808;4121;TALLINN;EE
CRV*CD RYCHNOV NKNEZ R;4112;CURVE.COM;IE
DEPA* BAER;6051;SOCHOCIN;ES
WILD THING BRNO;5812;BRNO;CZ
45460 GREVE IN CHIANTI -;5542;GREVE IN CHFI;IT
LIDL ARUHAZ 0331.SZ.;5411;BUDAPEST;HU
LIME*PASS SH4R;4789;BARANGAROO;AU
REWE MARKT HOFMANN OHG;5411;OCHSENFURT;DE
791AB ENTS;4899;DUBLIN 4;IE
LIM*AUTORIS. G2C5;4789;SAN FRANCISCO;US
OOB SVEAVAGEN 182;5310;SKANNINGE;SE
TOWNSQUARE SHOP & MART I;5541;DOVER;US
LIME*COSTO DEL VIAJE 3;4789;MILAN;IT
BILLA DANKT;5411;PREGARTEN;AT
MANESSE APOTHEKE AG;5912;ZURICH     ZH;CH
PAYPAL *WOW 8F955 ENTE;4899;35314369001;DE
WWW.AMAZON.* K219N8RN5;5399;LUXEMBOURG;LU
WOW X2272 LIVE-SPO;5815;UNTERFOEHRING;DE
FOODORA_AT_WVB4-7TZD;5499;WIEN;AT
GREENBANK WINE LODGE;5921;NEWRY;GB
GOPAY  *MROAUTO.CZ;5533;HTTPS://KATAL;CZ
SKYSHOWTIME CA460 STANDAR;4899;AMSTERDAM;NL
CHATEAU DE VILLA - ETA;5812;SIERRE;CH
TRADER JOE S #544;5411;NEW YORK;US
SQSP* WORKSP#218595125;7372;NEW YORK;US
THE SPEAK EASY DALSTON;5813;LONDON;GB
LIME*RIDE 6H3L;4789;BUCHAREST;RO
HEMA EV2151 LEIDEN;5311;LEIDEN;NL
PELIKAN.SK;4722;BRATISLAVA;SK
SQ *TAXI;4121;STAMULLIN;IE
PRATER DOME;5813;WIEN;AT
SQSP* WORKSP#213734376;7372;NEW YORK;US
TESCO STORES   3524;5411;SLIGO;IE
UKVI;9399;106882D7-0F37;GB
PAYPAL *FREELANCER;8999;35314369001;GB
ORBAN KRISZTIAN SANDOR;7299;BUDAPEST  XVI;HU
SKYSHOWTIME BCFFA STANDAR;4899;AMSTERDAM;NL
MONZO * ME SCARLETT STA;6012;LONDON;GB
GOPAY  *FITAMI.CZ;4812;HTTPS://FITAM;CZ
ETSY.COM*INSELKIDS;5699;DUBLIN 1;IE
LIME*TRAJET TD3X;4789;WIEN;AT
PAYPAL *WOW BE87A ENTE;4899;35314369001;DE
LIME*2 FAHRTEN 36PQ;4789;WIEN;AT
7-ELEVEN 32792;5541;TAMPA;US
LEGO ROCKEFELLER;5945;NEW YORK;US
LIME*PASS JWTX;7519;CZECH REPUBLI;CZ
ACS*68954 ORTEL;4814;PLEASEHELP.IO;NL
LANDGASTHOF HALBINSEL AU;5812;AU ZH;CH
TRAFIK;5993;VERSEND;HU
PROTV 9117586419;4899;BUCHAREST;RO
TV NOVA 3156514889;4899;PRAHA 5;CZ
VINYE.HU BUFE;5814;BAKONYSZENTLA;HU
GOPAY  *ASTERIAMAPS.CZ;5947;CESKE BUDEJOV;CZ
RELAX INN;5812;KATUNAYAKE;LK
WWW.PLANITY.COM;7230;33186264444;FR
OSTERIA PASTELLA SRL;5812;FIRENZE;IT
WOW 86B50 CINEMA M;4899;UNTERFOEHRING;DE
DISTRIBUTORE ESSO;5542;SANT ANGELOLO;IT
PAPIN M M;5462;CHALLANS;FR
GHIRARDELLI LAS VEGAS;5499;LAS VEGAS;US
JEWSON LIMITED;5211;FAVERSHAM;GB
STARBUCKS 48349;5814;CORTLAND;US
BAR GLAMOUR;5812;SITGES;ES
ETSY.COM*BOWTIEBYSOFIA;5699;DUBLIN 1;IE
BANDCAMP FELIKS VRAN;5815;BANDCAMPCOM;US
SIXT##HASH##;3355;PULLACH;DE
FOODORA_AT_LCNO-2536-8;5499;WIEN;AT
KOLBIZZ SO:RHA'Z;5812;BUDAPEST;HU
ASTERX DRANKEN;5921;HEIST-OD-BERG;BE
VOGGT;5734;COGNAC;FR
GLOVO 23OCT NBAZLPU1K;4215;BARCELONA;ES
POLMAR AUTOMATY 1;5814;GRODZISKO DOL;PL
BLUE BAR;5812;FORMENTERA;ES
BOBS AERO SALVADOR;5814;SALVADOR;BR
STUDENAC 61;5411;TUCEPI;HR
GELATERIA DOLCELATTE;5499;ARCORE;IT
PARKING AVDA DE ROMA;7523;SEVILLA;ES
TORREFAZIONE FRANCO;5499;ODERZO;IT
GOOGLE YALLA LUDO LUD;5816;650-2530000;US
LIDL 368 BRASOV;5411;BRASOV;RO
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US
CLVVECTORMAGIC;5045;VECTORMAGIC;US
NYX*VERYGOODIESAS;5499;PRAHA;CZ
PROTV 9760228617;4899;BUCHAREST;RO
REWE MARKT GMBH-ZW;5411;BAD OLDESLOE;DE
WWW.AMAZON.* SU18K14M5;5399;LUXEMBOURG;LU
MOONPAY*EXODUS 8240;6051;MOONPAY.COM;IE
BEBIE KONDITOREI CONFI;5462;LUZERN;CH
COOP NO PJ 047;5411;NOVOT;SK
SKYSHOWTIME 5FBF1 STAN;4899;AMSTERDAM;NL
ETSY.COM*TIMBERLABSSHO;5699;DUBLIN 1;IE
345 PORTOBELLO ROAD;5812;LONDON;GB
32ROSU;7995;2638680332;MT
BAR TOMATE;5812;MADRID;ES
ASDA STORE;5411;HALIFAX;GB
NESTE EXPRESS VANTAA MART;5542;VANTAA;FI
NOW D513B SKY SPOR;5815;LONDON;GB
VAYAMA.IE;4722;BIE-4601431 F;NL
SKECHERS ARENA PLAZA;5661;BUDAPEST;HU
ZIPCAR SPEEDING MAY30;7512;BRACKNELL;GB
SKYSHOWTIME FACA2 STAN;4899;AMSTERDAM;NL
TOOGOODT JHRZVS63YRTG0;5812;COPENHAGEN;DK
IVREA TORINO PIACENZA;4784;TORINO;IT
MUFF HAUSHALT AG;5251;WINTERTHUR ZH;CH
ACS*22620352 THREE;4814;PLEASEHELP.IO;NL
GIANDO VACI;5814;BUDAPEST;HU
COOP-1281 VERBIER;5411;VERBIER;CH
KLM;3010;LIMA;PE
TAKSIDE POS;4121;ISTANBUL;TR
BOUTIQUE HOTEL CORSO;7011;KARLOVY VARY;CZ
A CORU|A -SANTIAGO  19:23;4784;A CORU#A;ES
NYA*SANITRONICS INTERN;5499;KNOKKE-HEIST;BE
COOP-1245 RÜSCHLIKON;5411;RÜSCHLIKON;CH
LIME*2 RIDES 7NHN;7519;1888546334;CZ
LE ROI DE PIQUE;5812;PARIS 3;FR
KYZCJTLLGVNL;4111;ST BARTHELEMY;FR
PLATION*SORIMEDICAL.RO;5137;BUCURESTI;RO
AMAZON.COM*NM6P70WI0;5942;AMZN.COM/BILL;US
URZAD MIASTA ZAKOPANE;7523;ZAKOPANE;PL
SKYSHOWTIME CC987 STANDAR;4899;AMSTERDAM;NL
LUI FESTIVAL AG;5813;LUZERN;CH
NORTON *AP1506431770;5817;AMERSFOORT;NL
PAYPAL *PURELEI;5944;35314369001;DE
WOW 585B9 LIVE-SPO;4899;UNTERFOEHRING;DE
LIME*PASS GDBN;4789;MILAN;IT
ALBERT VAM DEKUJE;5411;STERNBERK;CZ
PAYPAL *WOW X9591 PREM;4899;35314369001;DE
LEZZIZ CHARCOAL GRILL;5812;LONDON;GB
FOODORA_AT_H6ZB-2533-Y;5499;WIEN;AT
THE GOALPOST;5813;OFFALY;IE
ALESSIA STAR SRL;5441;X;RO
NYX*ANDRADASRL;5499;ADJUD;RO
TEDI FIL  4245;5651;GOSLAR;DE
MCDONALD'S KIOSK, 2046;5814;6 DONJA ZELIN;HR
HELOPAY*OTKERT;5813;BUDAPEST;HU
SHELL OIL 10010219003;5541;HONOLULU;US
WABI;8011;SOPRON;HU
GSTYLE COIFFURE;7230;GLAND;CH
MOONPAY*STAKE 3703;7995;MOONPAY.COM;IE
NYX*LTDUK;5499;WARRINGTON;GB
HAPPYTIGER;7995;ID:2366166584;DK
WAL-MART #5409;5411;ENGLEWOOD;US
GOOGLE TINDER;4121;LONDON;GB
PARKSTER GER;7523;MUENCHEN;DE
LIDL CECHOWA;5411;KRAKOW;PL
YAMI;5813;BREST;FR
CHIP CO BOTANIC;5814;BELFAST;GB
DISTRIBUTORE REPSOL;5542;X;IT
32ROSU;7995;2589418709;MT
PEPCO 3679 VAC SOUTH;5331;VAC;HU
3CKET* 1514896 REMEMBE;7399;LISBOA;PT
NORFA - BK;5411;KAUNAS;LT
QEEQ.COM;7512;85266766659;HK
LUMYFAR INTERMARCHE;5542;LABRUGUIERE;FR
LIME*3 FAHRTEN FNKF;4789;WIEN;AT
GRAB* A-7BD9UO7WWEUN;4121;SINGAPORE;SG
B31C3 SPORTS E;5815;DUBLIN 4;IE
GOPAY  *ACTISPORT.CZ;5941;ROSICE;CZ
LIDL 4559;5411;CARLENTINI;IT
MCDONALDS 82;5812;ROSENTAL AN D;AT
EL CAFE DEL TREN;5813;MADRID;ES
DB AUTOMATEN;4112;HAMBURG;DE
TOOGOODT N0D9KCD58DJX0;5812;TOOGOODTOGO.N;DK
DON BOARDSERVICE GMBH;5812;WIEN;AT
3QAYDGE66UC6;7523;ENFIELD;GB
TRANSAK*BRAVE  BTC BUY;6051;LODZ;PL
84180894 ZINZINO;5499;VAESTRA FROEL;SE
AKASH MIAMI BEACH;5812;MIAMI BEACH;US
TOPLU TASIMA GECIS U;4131;ANTALYA;TR
CRYPTO.COM ARENA MERCH;7941;LOS ANGELES;US
EOPTIKA.HU;8043;BUDAPEST;HU
NYX*VENDINGZONESRL;5814;CURTEADEARG;RO
GOPAY  *RAIJUCARII.RO;5945;HTTPS://RAI;SK
THERMAL HOTEL GARDEN;7011;HAJDUSZOBOSZL;HU
ZASILKOVNA S.R.O. 414;4215;PRELOUC;CZ
92D7C ROI BASI;5815;DUBLIN 4;IE
HMSHOSTINT - AOSL;5814;GARDERMOEN;NO
ACS*23234229 THREE;4814;PLEASEHELP.IO;NL
BANDCAMP OBAIDLIRECORDS;5815;4152132160;US
SKYSHOWTIME X6102 STANDAR;4899;AMSTERDAM;NL
UBER   *ONE;5968;HELP.UBER.COM;NL
EL MAGRANER BOIG;5812;BARCELONA;ES
WAL-MART #2198;5411;BLOOMINGTON;US
GLOVO ##HASH##;5814;BARCELONA;ES
ACTION 1407;5310;ROERMOND;NL
GOPAY  *GRANEX.CZ;5533;GRANEX.CZ;CZ
WAL-MART #2791;5411;GEORGETOWN;US
MARKET OBI 030;5200;LODZ;PL
SKYSHOWTIME 4E54B STANDAR;4899;AMSTERDAM;NL
OIKONOMOU VAITSA;5411;ACHARNES;GR
NYX*THEROYALPARKSLTD;5814;LONDON;GB
NYX*VENDCOMATICAS;5499;SKEDSMOKORSET;NO
SPAR PUNTA LIMONES;5411;PLAYA BLANCA(;ES
ETSY.COM*IVYHANDMADEDE;5699;DUBLIN 1;IE
ASOS.COM;5691;AMSTERDAM;NL
TRANSAVIALIC5WH;4511;LUCHTHAVEN SC;NL
INTERNET PAYMENT;4829;DIJON;GB
TRANSAVIA   NYJN3P;3007;PARAY VIEILLE;FR
NEXTAR;5734;554832098620;BR
CONAD SUPERMERCATO;5411;TOIRANO    SV;IT
HAPPYTIGER;7995;ID:26667530;DK
GOPAY *HAPPYZOO.CZ;5995;HTTPS://HAPPY;CZ
KONZUM P-0206;5411;KRK;HR
APOSTO MAINZ GMBH;5812;MAINZ;DE
MCDONALDS 228;5812;HARTBERG;AT
ARTICULATE GLOBAL, LLC;7299;ARTICULATE.CO;US
HORNBACH782BRASOV C9;5039;X;RO
EPOOBDRTRWL6#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
OFTACLEAR;8099;DROBETA-TURNU;RO
MOL - DESNA - 313;5541;DESNA;CZ
32ROSU;7995;2593457528;MT
BOLT.EU/O/2601152155;4121;AMSTERDAM;NL
WILLHABEN 947117452;5331;VIENNA;AT
GOPAY  *NORTHMAN.CZ;5651;NORTHMAN.CZ;CZ
FOODORA_AT_QN5W-8UC4;5499;WIEN;AT
7-ELEVEN 41266;5541;HAZLETON;US
FLASHPDF.NET;7372;CAMBERLEY;GB
QATAR AIR0002111237798;3136;DOHA;FR
ROYAL SOROZO;5813;TELEKGERENDAS;HU
LIME*TRAJET 6RYQ;4789;LISBOA;PT
B05D5 ENTS;4899;DUBLIN 4;IE
7562.2921.1231 AIB_ECO;7995;VALETTA;MT
LIME*RIDE BQ4K;4789;WARSZAWA;PL
EKILU APP;8099;ZARAGOZA;ES
PARISTORE 4896483;7399;75PARIS 13;FR
PEPCO 190059 DAUGAVPIL;5999;DAUGAVPILS;LV
SHELL;5541;JERZMANOWIC;PL
MIGROS MM WATTWIL;5411;WATTWIL;CH
DELIJN##HASH##;4111;DL 4YC52OGO;BE
SAINSBURY'S S;5411;KILN LANE;GB
FARMFOODS 818;5411;SWANSEA;GB
FOODORA_AT_RLIZ-2541-O;5499;WIEN;AT
W M MORRISONS;5411;WESTON SUPE;GB
HECHT HUNGARY NYIREGYHAZA;5251;NYIREGYHAZA;HU
BEA*WEIXIN*JUBILEE AND OL;5812;SHENZHEN;CN
82642806 ZINZINO;5499;VAESTRA FROEL;SE
HEADOUT HOP ON HOP OFF;4722;HERAKLION;DE
TIB BUS TREN METRO;4111;386 (SON FERR;ES
WWW.AMAZON* 404-697114;5399;LUXEMBOURG;LU
FOODORA_AT_FSV4-529D;5499;WIEN;AT
NOVOTEL AMSTERDAM CITY;3642;AMSTERDAM;NL
DELIJN##HASH##;4111;DL GFYYKGIC;BE
ACS*23635003 THREE;4814;ROTTERDAM;NL
WWW.AMAZON* 404-792870;5399;14018657948;LU
32RED;7995;2518779221;GB
NOW A61C3 GB ULTRA;5815;LONDON;GB
HYPEDROP;7994;7096636;CY
CB CONCESSIONS;5814;MONTREAL;CA
BURGER FOR FRIENDS RES;5814;DUBAI;AE
FRED 250 LTD;5812;LONDON;GB
BAR FOLELE;5812;HARIA;ES
LIME*PASS 455F;4789;MILAN;IT
O17697710984967344 APP BR;9311;TORINO;IT
AMAVITA HORW 10248;5912;HORW;CH
GOPAY  *NEKTO.SK;5732;NEKTO.SK;SK
NYX*AVANTAGESCAFE;5814;PUTEAUX;FR
BILLA DANKT 0004111;5411;RIED INNKREIS;AT
GUMROAD* MILKBUN;5192;GUMROAD.COM;US
GOPAY  *SMYSLUPLNEROZHOVO;7929;HTTPS://SMYSL;CZ
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
6B664 HAYU;4899;DUBLIN 4;IE
NLOV##HASH##;4111;WWW.OVPAY.N;NL
EVERSPORTS* PAMELA RAD;5734;WIEN;AT
NYX*HBLEISURELIMITED;5814;CLYDEBANK;GB
GOPAY  *SPASPA.CZ;7999;PRAHA 1;CZ
NARODNI DIVADLO - BAR;5812;PRAHA 1;CZ
PLAYPRESS TOYS L FAIRE;5300;DEN HAAG;NL
658F1 ENTS;4899;DUBLIN 4;IE
FOODORA_AT_BE8F-2537-WTBT;5499;WIEN;AT
BILET ID:255Y000628;4111;GDANSK;PL
STADTBAD LANGENFELD;7999;LANGENFELD (R;DE
PAYPAL *SPOTIFY*P3A253;5815;07517591951;SE
O17402412164317339 APP BR;9311;TORINO;IT
WM SUPERCENTER #5063;5411;CHARLOTTE;US
POWERSCOURT GARDENS;5970;CO WICKLOW;IE
B5FCF ROI BASI;4899;DUBLIN 4;IE
PF BISTRO & TAK;5812;BAAR;CH
WWW.AMAZON.* KG84Z5D55;5399;LUXEMBOURG;LU
BVG;4111;BERLIN;DE
CARLUNDCARLA.DE C O BSMRG;7512;K25082073 CAR;DE
BCD TRAVEL G192 019275994;4722;UTRECHT;NL
3CKET* #1218525 TICKET;7399;351215914837;PT
SKYSHOWTIME BFC2D STAN;4899;AMSTERDAM;NL
TV NOVA 6787498736;4899;PRAHA 5;CZ
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
GOLDEN JUBILY SUPERMAR;5411;DUBAI;AE
NYX*FRESHKAVASRO;5499;PRAHALIBEN;CZ
CT BUS S A;4131;CONSTANTA;RO
AMAZON UK* LN41Y2FN5;5399;LONDON;GB
MAIN-CENTER MEHLIG E.K;5411;VEITSHOECHHEI;DE
DEUTSCHE LUF2202499546452;3008;KOLN;DE
PEPCO 150073 CSONGRAD;5331;CSONGRAD;HU
MAAS 5920;5499;SON EN BREUGE;NL
PROFISH UNLIMITED S R L;5422;BUHUSI;RO
GOPAY  *JA-A-MATRAC.SK;5712;JA-A-MATRAC.S;SK
TESCO;5411;WELWYN GARDEN;GB
O17627636823869009 APP BR;9311;TORINO;IT
ALPRESTAURANT PANÜÖL;5812;FLUMSERBERG T;CH
SKYSHOWTIME A81EB STANDAR;4899;AMSTERDAM;NL
FOODORA_AT_BG7U-2503-I;5499;WIEN;AT
APPLE.COM/BILL;5735;800915904;IE
WILLOWS ACTIVITY FARM;7991;ST. ALBANS AL;GB
CUPAKI NEA SMYRNI O;5813;NEA SMYRNI;GR
TAXIWORLD LIMITED*LONDON;4121;GLASGOW;GB
FARMFOODS 750;5411;PORTSMOUTH;GB
MEZOGAZDASAGI MUZEUM;5814;BUDAPEST;HU
BOLT.EU/O/2507131356;4121;TALLINN;EE
SMICHOFF;7941;PRAHA;CZ
TRADEIT.GG - XCPR;7993;TRADEIT.GG;US
MARKS SPENCER PLC SF;5411;SOMERSET;GB
FOODORA_AT_PFI2-2522-O9O8;5499;WIEN;AT
BORNEO* IDTB8;5734;LYON;FR
ETSY.COM*HENRIETTECONC;5699;DUBLIN 1;IE
STAMPA SISTEM  DOO;5331;BEOGRAD;RS
EL CORTE INGLES;5311;ALICANTE;ES
NAYA CLUB;5813;AGADIR;MA
FOV.A'LLAT-E'S NO:VE';7999;BUDAPEST;HU
METO PRINT;5943;LONDON;GB
BARKONCEPT;5813;RIJEKA;HR
CAFE SARA;5812;OSLO;NO
GOPAY  *VIVIANE.CZ;5977;PRAHA;CZ
NYX*MUNTENIATOPCOFFEESR;5814;BUCURESTI;RO
O17581068317518506 APP BR;9311;TORINO;IT
KEMENCES CSARDA;5812;OPUSZTASZER;HU
PIEKARNIA KRISTOF S-12;5462;RYBNIK;PL
WM SUPERCENTER #1186;5411;LIBERTY;US
JMP S.A. BIEDRONKA 1366;5411;BARLINEK;PL
KRUIDVAT 7363;5912;GRONINGEN;NL
DELIJN##HASH##;4111;DL P5KV7UTJ;BE
DER BACKER EIFLER GMBH;5462;FRANKFURT;DE
TCL 69 LYO;4111;V25090015082�;FR
SPC*BVB EVENT & CATERI;5811;DORTMUND;DE
FOODORA_AT_W42E-XTR2;5499;WIEN;AT
COJOCARU ROXANA;6012;REVOLUT.COM;LT
LIDL RO 0527;5411;TECUCI;RO
GOOGLE *TINDER;7372;855-836-3987;US
O17670192769376660 APP BR;9311;TORINO;IT
DELIJN##HASH##;4111;DL HFYQUTJ3;BE
UZR* LOBERON GMBH 6097;5712;NEUMUNSTER;DE
MIGROS M BAAR BAHNHOFSTR.;5411;BAAR;CH
HOME CENTRE;5411;DUBAI;AE
STUDIA-PEDAGOGICZNE.PL;8241;PRZEMYSL;PL
PURE EC2M 6AB;5814;LONDON EC2M;GB
4341013;5814;SCHLUESSELFEL;DE
KONSTANTIN;5651;BUDAPEST;HU
SKYSHOWTIME BECED SHOWTIM;4899;AMSTERDAM;NL
ALIEXPRESS.COM;5311;LONDON;GB
SNCF VOYAGEURS;4112;PARIS 8;FR
EMERAL;5462;KERKYRA;GR
HPY*NOOTICA;5941;06PARIS 12;FR
IQ POENDORF;5541;POENDORF;AT
LIDL DISCOUNT SRL;5411;ORADEA;RO
GOPAY  *MANUCAFE.CZ;5499;OPAVA;CZ
ALBERT HEIJN 1089;5411;S-GRAVENHAGE;NL
RIOT*;5816;D02VC42;IE
HEMKOP CITY STOCKHOLM;5499;STOCKHOLM;SE
OKRASNA A LESNI SKOL;5261;KOSTELEC NAD;CZ
PBZTMCDONALDSK;5814;SISAK;HR
CRV*AMZNPRIMENL WWW.AM;5999;KOOG AAN DE;IE
DEPABAER;6051;COURNONTERRAL;ES
SQSP* WEBSIT#207953490;7372;NEW YORK;US
CHIRINGUITO;5813;MARBELLA;ES
LIME*TRAJET CFOV;4789;ABU DHABI;AE
FOODORA_CZ_SUB-2QVZVQGC5U;5499;PRAGUE 8;CZ
TCL 69 LYO;4111;V25063024757�;FR
0902A SPORTS;5815;DUBLIN 4;IE
TV NOVA 8157666587;4899;PRAHA 5;CZ
STRIPE EEA- STEL AGGREGAT;7349;DUBLIN;DE
WH SMITH BIRMINGHAM AI;5994;BIRMINGHAM;GB
AMAZON UK* SE4LD3TO5;5399;LONDON;GB
BOLT.EUD2601171350;5812;TALLINN;EE
TABAK-TRAFIK PICHLER;5993;GRAZ;AT
TV NOVA 5625334686;4899;PRAHA 5;CZ
FACEBK*MWX9HVU762;7311;FB.ME/ADS;IE
PAYPAL *WOW A6CCF CINEMA;4899;35314369001;DE
SPORT BAR;5812;OSTRAVA;CZ
SAAA4 NOVI LIGURE    -;4784;TRIESTE;IT
THE SHIP LATHOM;5813;ORMSKIRK;GB
FAYA;5813;LA CIOTAT;FR
KINDLE SVCS*TK1QO5B04;5735;353-12477631;LU
AVG *AGAP1591420778;5817;PRAGUE 4;CZ
INAESSENTIALS.PL;5977;359884677807;BG
GOPAY  *DOBRYANDEL.CZ;5999;PRORADOST.DOB;CZ
NIPPON RENT-A-CAR SERV;7512;TOKYO;JP
VETERINARNI KLINIKA FEN;742;IXPRAHA 3;CZ
PICO PIZZA N.RR;5812;KOEBENHAVN N;DK
CD OLOMOU*##HASH##;4112;OLOMOUC;CZ
RTL INTERACTIVE GMBH;7399;MNLRY-PJYLT R;DE
32RED;7995;2598701112;GB
MARRIOTT HOUSTON CITYP;3509;SPRING;US
LIME*FAHRT CD4M;4789;FRANKFURT;DE
ZARA;5651;POU DOLZ;ES
CESKA POSTA 76707;9402;KROMERIZ;CZ
GOPAY  *KARTICKARNA.CZ;5999;KARTICKARNA.C;CZ
MU VHA'Z BU:FE';5812;GYULA;HU
BOLT.EU/O/2601310112;4121;AMSTERDAM;NL
NETTO MARKEN-DISCOUNT;5411;NATTHEIM;DE
ASOS.COM;5691;AMSTERDAM;NL
BANDCAMP KHORS;5735;BANDCAMPCOM;US
AEROPORT BARCELONA;5813;EL PRAT DE L;ES
GKYQDPBYFLD2;7523;01727819249;GB
GUMROAD* ENERGY PROGRA;5192;GUMROAD.COM;US
GOETHE-INSTITUT;8299;MUNCHEN;DE
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
UNIVERSAL ORLANDO WEBS;7996;ORLANDO;US
OPERAHAZ;5812;BUDAPEST;HU
PANTA RHEI EUROPABB;5942;BANSKA BYSTRI;SK
NOW DC69B ENTS;5815;LONDON;GB
RM FASHION STYLE SRO;5651;VELKA BITES;CZ
B0025--0077-0000083 B0;5814;SCHLUESSELFEL;DE
DROPBOX SHS8MGTQTYCQ;4816;DB.TT/CCHELP;IE
TEDI COMMERCIO S R L;5311;DORMELETTO;IT
GRAB* A-5JFHQ74GWE56;5812;SOUTH JAKARTA;ID
TEST METER GROUP LTD.;5046;+441132489966;GB
WAL-MART #1883;5411;MONACA;US
AMAZON UK* Z99RG7GS4;5399;LONDON;GB
HEROKU* JUN-83856782;5734;WWW.HEROKU.CO;US
REVOLUT *SORIN DORIN M;6012;M LONDON;GB
LI'RA KO:NYVESBOLT;5942;PAPA;HU
CSAD FRYD*CSAD000444;4131;FRYDEK-MISTEK;CZ
BILET ID : 259C001196;4111;KATOWICE;PL
BILLA DANKT;5411;WIEN;AT
DUGGANS SPAR;5411;GALWAY;IE
GUMROAD* GOTEER TXURIA;5192;GUMROAD.COM;US
THYME OUT;5411;A96C9X3;IE
LEDE EXETER AIRPORT;5812;EXETER;GB
AMAZON UK* 026H31DL5;5399;LONDON;GB
ZASILKOVNA S.R.O. 5233;4215;TRINEC;CZ
VIPPS*ERIK ANDRE UTSKO;4829;OSLO;NO
STADTSPITAL TRIEMLI CA;9399;ZURICH;CH
*NTK* CHIARA OLIVER EN;7832;VALENCIA;ES
LIME*2 RESOR 4BE7;4789;WIEN;AT
NYX*AZKOVENDINGSRL;5814;ODORHEIUSECUI;RO
PP*BOLT.EU O 2501301049;4789;35314369001;EE
GRAB* A-5D8X8T4GWH2M;5812;SOUTH JAKARTA;ID
PICCERELLA PIZZA & CUC;5812;BOLZANO;IT
FOODORA_AT_PGLV-2530-XAVQ;5499;WIEN;AT
SKYSHOWTIME AB461 SHOWTIM;4899;AMSTERDAM;NL
ZARA - VIVOCITY;5621;SINGAPORE;SG
SKYSHOWTIME X6596 STANDAR;4899;AMSTERDAM;NL
32RED;7995;2615388245;GB
LIME*PASS H62C;4789;PARIS;FR
CLIVE STREET STORE;5411;CARDIFF;GB
FRESH TREYD GRUP OOD;5411;MRAMOR;BG
AMAZON UK* WT38R6BX5;5399;LONDON;GB
PRINTFUL 136665633;5734;WWW.PRINTFUL.;US
7682.3112.5697 AIB_ECO;7995;VALETTA;MT
EGEN * UKI13609848;4722;MANCHESTER;GB
EVERUP GIFT CARD;5947;REF. A47B1F9D;GB
MARKS & SPENCER;5311;DUBLIN;IE
FOODORA_AT_UTDU-2432-7;5499;WIEN;AT
0014 AUCHAN DRUMUL TAB;5411;BUCURESTI;RO
BOLT.EUD2506061728;5812;TALLINN;EE
JD WETHERSPOON;5813;WATFORD;GB
DINES* TRAF SQ PANCAKE;5812;LONDON;GB
ETSY.COM*OLGABEADSART;5699;DUBLIN 1;IE
WWW.EMPRESSMILLS.CO.UK;5970;INTERNET;GB
AMAZON UK* ZL9PC6JO5;5399;LONDON;GB
GOPAY  *WEDOS.COM;4816;HOSTING.WEDOS;CZ
SIMMARKET CID: 235179;5734;KALTENKIRCHEN;DE
KVICKLY KALUNDBORG;5411;KALUNDBORG;DK
AMAZON UK* Z85M45FF4;5399;LONDON;GB
STUDIERENDENWERK ESSEN;5812;ESSEN;DE
TOOGOODT YDR668FJ5R920;5812;TOOGOODTOGO.N;DK
COFF.EE* DIONEAFC;5816;BUYMEACOFFEE.;US
GRAB* A-5EOD2JSGWFN5;5812;SOUTH JAKARTA;ID
SQ *GREAT PERFORMANCES;5811;NEW YORK;US
CCV*CADIR RESTAURANT B;5812;S-GRAVENHAGE;NL
ACS*23674900 THREE;4814;PLEASEHELP.IO;NL
